tx_err_x,tx_err_y,tx_err_px
697.5194,17.771393,697.7457
53.51306,11.562561,54.747974
206.08356,10.16745,206.33423
113.50714,4.8501587,113.61072
50.867065,31.501434,59.831417
47.97528,0.414917,47.977077
148.11743,1.3303528,148.1234
424.5929,10.425995,424.7209
278.34076,0.81430054,278.34195
73.55762,11.793152,74.496994
83.97015,23.665344,87.24125
103.901184,1.5761719,103.91314
311.9261,8.612854,312.04498
122.37634,4.3399353,122.45328
2.8764648,11.856934,12.200857
661.47595,0.3907776,661.4761
24.533386,24.764435,34.859207
253.68933,15.601288,254.1686
40.15033,18.320343,44.132572
637.6729,19.989807,637.98615
5.1433105,13.045654,14.022937
231.45728,21.99826,232.5003
321.12964,27.70871,322.32285
806.01996,1.5644531,806.0215
898.18774,3.4100952,898.1942
162.54938,24.019623,164.31447
252.52399,33.582703,254.74725
10.222412,21.136108,23.478348
870.9404,0.19802856,870.9405
25.470459,0.84277344,25.484398
688.93805,10.714752,689.02136
141.16425,13.839508,141.84102
384.43628,23.008179,385.12418
218.23419,1.9831238,218.24321
22.264954,5.351227,22.89899
920.5067,2.3825989,920.5098
91.91803,10.996674,92.57349
191.16028,12.986267,191.60088
534.542,1.7618408,534.5449
664.37775,1.0202637,664.37854
833.2807,9.631744,833.33636
22.026978,6.0884705,22.852947
243.68317,13.8815,244.07823
41.871643,3.6942444,42.034294
177.06079,5.614624,177.14978
124.279785,7.9125977,124.53142
47.441467,7.907959,48.096035
271.24963,2.301422,271.2594
128.34607,19.414337,129.80612
667.37964,1.0478516,667.3805
456.37042,3.2920837,456.38232
628.7365,4.208069,628.7506
393.54144,3.6361694,393.55826
121.34387,4.522949,121.42814
159.72784,6.286194,159.85149
861.84467,5.837677,861.86444
21.444458,2.3821106,21.576357
286.3141,6.318268,286.3838
16.628052,6.2244263,17.754875
78.381165,9.051819,78.90211
496.06107,10.834778,496.17938
552.8069,7.9313354,552.8638
674.2498,2.940094,674.2562
6.7181396,1.2595825,6.8351994
314.17126,0.6336365,314.1719
382.64795,5.6713257,382.68997
320.23505,3.714203,320.2566
75.14624,2.4129028,75.18497
31.983032,3.7771301,32.205296
50.346375,4.2039795,50.521587
256.64093,9.975891,256.83475
519.549,2.0144653,519.5529
38.69983,5.81781,39.134686
50.73053,14.823059,52.851772
83.246826,11.398468,84.02357
435.32678,19.967468,435.7845
166.45276,0.19885254,166.45288
106.7146,7.1787415,106.95579
447.1985,0.99438477,447.1996
10.724487,3.482483,11.27574
432.25543,11.152161,432.3993
238.3952,2.8669739,238.41245
9.197388,4.728943,10.341897
156.16113,0.30856323,156.16144
408.5359,1.9129944,408.54037
154.77362,9.580811,155.06987
72.089905,23.927612,75.95713
795.9487,12.867096,796.05273
100.268005,7.4089355,100.54136
2.1395874,5.171753,5.596862
915.3968,9.234863,915.4434
8.476807,10.64389,13.606934
15.857666,8.269989,17.884583
29.8125,4.0367737,30.084558
